,R_0,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,I_0,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,IR_0,IR_1,IR_2,IR_3,IR_4,IR_5,IR_6,IR_7,IR_8,IR_9,IR_10
0,0.06756308554560023,1.1222188513184572,1.17856340836869,1.2972030276056623,2.20868566756477,1.1150957158490373,1.4819608360026753,0.7357755956187778,0.9023480316333622,0.30664016780249953,0.024950318532471392,0.18235097130707661,0.0050072787185917195,1.1019677583621454,0.990125852562779,1.128037743945024,0.8247826813103014,0.9131290116709484,0.07570167621583301,-0.6842195949135037,-1.2061082695897043,-1.6862668525770508,1.1701754382296379,0.37407472777832496,-0.16163665474735464,0.12343518277353245,0.29907817651478075,0.7644609700291389,0.7627926784660152,0.030659244931476058,-0.730152909326438,-1.013979676386017,-1.4909306926995165
1,0.2819304022692563,-0.2880480207792029,-0.8769000954103701,-0.254434156048881,-0.07215857943084134,-0.1127428672283491,-0.7312844823551043,0.574476684329005,-0.07232104730479011,-0.29705982955612636,-0.49566852479564266,-1.4817177396870556,-0.08624153619876954,-0.22684779866369828,0.12533218736843849,-0.14407596394503722,0.27908192746603133,0.04141941362821225,0.4632102565808959,-0.07677781559522584,-0.10162555806406773,1.3924140870795523,1.0424876354054529,0.5903723538628056,0.056089644259547156,-0.1599730433048698,-0.05489271702966084,-0.07709762623873405,-0.05935552578986481,0.8665628729153295,0.4331739344331892,0.2822470060475426,1.0227710946286228
2,-6.683481645223066,1.5351773803728916,1.7310111618327024,1.3783751941549947,0.8655610027961025,0.10553954754096395,-0.6430683270618358,-0.45698740628717294,-0.5987626794473109,-0.6464987919911869,-0.3756998348113381,-0.417487750097785,0.6779672887341304,1.0612897311062524,0.7385495135971526,0.4919808899999934,0.12065267634995301,-0.26235817356849883,-0.26180579700535084,-0.8537382310023255,-1.271851288132897,-1.4614742760306956,1.5088256978937808,0.9869180016843531,0.6255276570468294,0.18883708109931766,-0.24549242893820653,-0.2399799351938064,-0.30957454447643695,-0.3943764981111613,-0.619942997812368,-0.8360662101696461,-0.3382387128750106
3,0.8563737812475946,1.3246495028157288,1.4984015814268021,1.0255884703059739,0.22396339390398326,-0.4428950195669352,-1.0116158202870462,0.5914555170963496,-0.17460113583533707,-0.5336449636561285,1.0254439217978037,-3.0103389974607353,-3.2001073452537194,-1.2031204528051347,-1.4627434523520775,-0.9618633475886479,-0.6186838288584131,-0.9491596750567152,1.7507387655357827,1.4488899092041698,1.1737890016738697,0.5812060934557488,-0.3787331264637375,-1.7889015330664788,-2.5231295901299076,-2.274634422505256,-2.4510033810228045,-1.1901267374317275,-1.274705045124644,-0.19602648469126388,3.776207917026644,1.6377781772198923,0.5413254484368614
4,0.46463848894297755,-0.3028929352223363,0.16984301641618046,-0.07023577811001117,-0.6503014797512124,-0.8958310302132602,-1.2370571060365099,-1.9235340865665536,-2.3345159465686502,-0.34328910863313833,-0.09818735571556951,-0.465861840533661,-0.2231147585748111,-0.19972911382643616,-0.3463734481921108,-0.7437867119503515,-1.1467813325786742,-1.2661449834358918,-1.2743282166689025,-1.0797630791207544,1.016005757170207,1.2849045939486865,-0.8783810505583752,0.0255952190866621,-0.3291184232142025,-0.7267894954616746,-1.36186217011683,-1.62447956131192,-1.1853411098794397,-1.3152872747035425,-1.3424301955157152,-0.16677269440329823,0.638540434687121
5,0.70608779763706,0.3219430090659092,-0.3199790807847056,-1.3565024172763531,-1.147363363563239,-0.8221607152286166,-1.4428948017208034,-2.3289037188869033,-3.925873794588041,-0.8545305478377402,-0.1203702455617239,-2.5362729111891507,-4.032752781374639,-4.959058302765938,-5.094876846168307,-5.232530795505282,-5.142719110728652,-4.145428201213415,-4.624402395308802,-5.134083792245074,-0.03588253952087503,2.887773400627045,-0.9005876249625807,-3.6394478895670335,-4.867874348665776,-6.569359079231814,-6.943710876009949,-6.212331263546454,-3.794768019039407,-3.114605253584041,-3.3629452399403306,-1.4629993768368579,3.4207407554683584
6,-0.09721748531671212,-1.694266279846917,-0.340108756012139,-0.36682638665564804,-0.946423453086037,-1.5124788519365697,-1.3233129023232613,-1.3229078774217422,-1.1402455010796178,-0.3990361804612996,-0.506080901662205,-1.2011480151589753,-1.8085629177639617,-1.5421040132709105,-0.91242021086477,-0.7074406060106354,-0.3018253266262562,-0.5925512031301412,-1.074323788093386,-1.2492817152095763,-0.2857060099850073,0.05343221808604557,0.04874343081722968,-0.8516118200337308,-0.12814030105398505,-0.0945711449790846,-0.35440655002880367,-0.5385975016114388,-0.8278853688986222,-1.2161122679935936,-1.3791668326870719,0.16363802856996187,-0.36601442323222766
7,-0.06365107273364849,-0.3204369250187664,-1.0983265229121408,-1.2347441674523543,-0.4317352613374141,-0.5847785891669887,-1.158642745775827,-0.3805826588341227,-0.20167527691695242,-0.3419294239544027,-0.47212749883645844,-1.7139133737792602,-2.378868010997469,-1.460747958759125,-2.107407820951495,-0.9618633475886479,-1.2876073335707439,-1.398222195260549,0.05070112264389345,1.5477757802559826,1.4762068869725553,0.9232817534175933,-2.8714211033358725,-1.4524385591572875,-1.2837645034752345,-1.0101977215400766,-0.9262056857544403,-1.1629796859392154,-0.8278853688986222,1.6882986427977618,3.139439539389796,1.1802864069492243,-0.2641701519224318
8,0.6648926549214819,0.7618922916533133,0.4762614059893374,0.18264674075521603,0.0688518840619323,0.4056778678487695,1.1722241129729771,0.979846316649355,0.9053562695313194,0.8097234989346875,-0.0067395241048920996,-1.4913925577742306,0.0050072787185917195,-0.5251533318735815,-0.3778204905628141,-0.7619597649202096,-0.7419065797264739,1.3225683683273848,1.3132290780268405,1.4206368031893661,0.8450739089579065,0.4736966003248832,-0.8783810505583752,-0.1186031983029913,-0.5970892527611587,-0.7485901282369364,-0.8445200949364922,-0.5385975016114388,1.620686456819977,1.0507450282338058,0.3352095686429047,0.21447044748892502,0.4024468966507762
9,0.39864997329672747,0.12895912130517712,0.7960995790474501,0.3918211699400335,-0.1814416886377405,-0.8658171981824793,-1.0469022824043537,-1.662484532768632,-0.7762487154267892,-0.45070419825325414,-0.4843507238537272,0.14365169895837585,-0.576703916379586,-0.8776962347579893,0.26684387803660337,-0.16224901691489524,-0.3194285767502649,-0.7246284149547983,-1.0493232345214465,-0.7689789129579147,-0.4040434433627538,-0.5916247406991474,-1.0227237841857144,-0.02247092004322215,-0.11139212420730027,-0.3997800038327486,-0.2727209592108559,-0.8643621195215831,-0.5955391372610909,-1.17360869368933,-0.8770994580118645,-0.0735799263851991,0.8977803980211461
